8.400000000000000000e+01,9.600000000000000000e+01,2.570000000000000000e+02,2.060000000000000000e+02,2.888200000000000000e+04
4.680000000000000000e+02,1.680000000000000000e+02,2.830000000000000000e+02,1.720000000000000000e+02,2.817900000000000000e+04
8.870000000000000000e+02,2.040000000000000000e+02,2.670000000000000000e+02,1.870000000000000000e+02,2.877700000000000000e+04
1.327000000000000000e+03,2.440000000000000000e+02,2.520000000000000000e+02,2.080000000000000000e+02,2.801600000000000000e+04
9.100000000000000000e+01,4.980000000000000000e+02,2.680000000000000000e+02,2.000000000000000000e+02,2.701000000000000000e+04
5.060000000000000000e+02,5.580000000000000000e+02,2.630000000000000000e+02,2.030000000000000000e+02,2.937400000000000000e+04
8.960000000000000000e+02,6.220000000000000000e+02,2.290000000000000000e+02,1.830000000000000000e+02,2.788000000000000000e+04
1.292000000000000000e+03,6.750000000000000000e+02,2.690000000000000000e+02,1.850000000000000000e+02,3.068100000000000000e+04
9.000000000000000000e+01,8.820000000000000000e+02,2.610000000000000000e+02,1.930000000000000000e+02,2.862900000000000000e+04
5.020000000000000000e+02,9.410000000000000000e+02,2.800000000000000000e+02,1.770000000000000000e+02,2.751600000000000000e+04
8.810000000000000000e+02,1.024000000000000000e+03,2.560000000000000000e+02,2.020000000000000000e+02,2.797300000000000000e+04
1.317000000000000000e+03,1.127000000000000000e+03,2.270000000000000000e+02,1.690000000000000000e+02,2.526600000000000000e+04
7.500000000000000000e+01,1.309000000000000000e+03,2.710000000000000000e+02,1.850000000000000000e+02,3.087100000000000000e+04
4.600000000000000000e+02,1.383000000000000000e+03,2.510000000000000000e+02,1.840000000000000000e+02,2.719100000000000000e+04
8.350000000000000000e+02,1.447000000000000000e+03,2.800000000000000000e+02,1.960000000000000000e+02,3.077600000000000000e+04
1.288000000000000000e+03,1.558000000000000000e+03,2.660000000000000000e+02,1.900000000000000000e+02,2.855700000000000000e+04
6.500000000000000000e+01,1.799000000000000000e+03,2.780000000000000000e+02,1.730000000000000000e+02,2.794900000000000000e+04
4.770000000000000000e+02,1.858000000000000000e+03,2.560000000000000000e+02,1.920000000000000000e+02,2.625800000000000000e+04
8.680000000000000000e+02,1.950000000000000000e+03,2.550000000000000000e+02,1.970000000000000000e+02,2.713600000000000000e+04
1.263000000000000000e+03,2.067000000000000000e+03,2.790000000000000000e+02,1.680000000000000000e+02,3.005800000000000000e+04
